cbsa_cd,cbsa_abbr,cbsa_name
20420,DUR,"Durango, CO Micropolitan SA"
20460,DUT,"Durant, OK Micropolitan SA"
19260,DVL,"Danville, VA Micropolitan SA"
20540,DYE,"Dyersburg, TN Micropolitan SA"
20580,EAG,"Eagle Pass, TX Micropolitan SA"
20660,EAS,"Easton, MD Micropolitan SA"
20900,ECP,"El Campo, TX Micropolitan SA"
20980,EDR,"El Dorado, AR Micropolitan SA"
20780,EDW,"Edwards, CO Micropolitan SA"
20820,EFF,"Effingham, IL Micropolitan SA"
21120,EKC,"Elk City, OK Micropolitan SA"
21180,EKN,"Elkins, WV Micropolitan SA"
21220,EKO,"Elko, NV Micropolitan SA"
21260,ELB,"Ellensburg, WA Micropolitan SA"
21380,EMP,"Emporia, KS Micropolitan SA"
21420,END,"Enid, OK Micropolitan SA"
21460,ENT,"Enterprise, AL Micropolitan SA"
21540,ESC,"Escanaba, MI Micropolitan SA"
21580,ESP,"Espanola, NM Micropolitan SA"
21700,EUR,"Eureka-Arcata-Fortuna, CA Micropolitan SA"
21740,EVA,"Evanston, WY Micropolitan SA"
21020,EZC,"Elizabeth City, NC Micropolitan SA"
22060,FBN,"Faribault-Northfield, MN Micropolitan SA"
23180,FKF,"Frankfort, KY Micropolitan SA"
23240,FKG,"Fredericksburg, TX Micropolitan SA"
21980,FLL,"Fallon, NV Micropolitan SA"
22100,FMG,"Farmington, MO Micropolitan SA"
21900,FMW,"Fairmont, WV Micropolitan SA"
22300,FND,"Findlay, OH Micropolitan SA"
22860,FPK,"Fort Polk South, LA Micropolitan SA"
22580,FRC,"Forest City, NC Micropolitan SA"
21840,FRF,"Fairfield, IA Micropolitan SA"
22260,FRG,"Fergus Falls, MN Micropolitan SA"
23140,FRK,"Frankfort, IN Micropolitan SA"
22280,FRL,"Fernley, NV Micropolitan SA"
23340,FRM,"Fremont, NE Micropolitan SA"
23380,FRO,"Fremont, OH Micropolitan SA"
23300,FRP,"Freeport, IL Micropolitan SA"
22620,FRR,"Forrest City, AR Micropolitan SA"
22820,FRT,"Fort Morgan, CO Micropolitan SA"
22700,FTD,"Fort Dodge, IA Micropolitan SA"
22780,FTL,"Fort Leonard Wood, MO Micropolitan SA"
22340,FTZ,"Fitzgerald, GA Micropolitan SA"
23500,GAF,"Gaffney, SC Micropolitan SA"
24700,GBG,"Greensburg, IN Micropolitan SA"
23820,GDV,"Gardnerville Ranchos, NV Micropolitan SA"
23980,GGW,"Glasgow, KY Micropolitan SA"
23940,GIL,"Gillette, WY Micropolitan SA"
23660,GLB,"Galesburg, IL Micropolitan SA"
23700,GLP,"Gallup, NM Micropolitan SA"
24060,GLS,"Glenwood Springs, CO Micropolitan SA"
24100,GLV,"Gloversville, NY Micropolitan SA"
24640,GNF,"Greenfield Town, MA Micropolitan SA"
24980,GRA,"Grenada, MS Micropolitan SA"
24460,GRB,"Great Bend, KS Micropolitan SA"
23780,GRD,"Garden City, KS Micropolitan SA"
23860,GRG,"Georgetown, SC Micropolitan SA"
24380,GRN,"Grants, NM Micropolitan SA"
23620,GSV,"Gainesville, TX Micropolitan SA"
25100,GUY,"Guymon, OK Micropolitan SA"
24740,GVM,"Greenville, MS Micropolitan SA"
24820,GVO,"Greenville, OH Micropolitan SA"
24620,GVT,"Greeneville, TN Micropolitan SA"
24900,GWM,"Greenwood, MS Micropolitan SA"
24940,GWS,"Greenwood, SC Micropolitan SA"
25200,HAI,"Hailey, ID Micropolitan SA"
25300,HAN,"Hannibal, MO Micropolitan SA"
25700,HAY,"Hays, KS Micropolitan SA"
25720,HEB,"Heber, UT Micropolitan SA"
25740,HEL,"Helena, MT Micropolitan SA"
25780,HEN,"Henderson, NC Micropolitan SA"
25840,HEP,"Hermiston-Pendleton, OR Micropolitan SA"
25820,HER,"Hereford, TX Micropolitan SA"
25900,HIL,"Hilo, HI Micropolitan SA"
25880,HLD,"Hillsdale, MI Micropolitan SA"
26090,HLL,"Holland, MI Micropolitan SA"
26020,HOB,"Hobbs, NM Micropolitan SA"
26220,HOO,"Hood River, OR Micropolitan SA"
25460,HSN,"Harrison, AR Micropolitan SA"
25580,HST,"Hastings, NE Micropolitan SA"
26340,HUG,"Houghton, MI Micropolitan SA"
26540,HUI,"Huntington, IN Micropolitan SA"
26740,HUK,"Hutchinson, KS Micropolitan SA"
26500,HUP,"Huntingdon, PA Micropolitan SA"
26700,HUR,"Huron, SD Micropolitan SA"
26780,HUT,"Hutchinson, MN Micropolitan SA"
26660,HUV,"Huntsville, TX Micropolitan SA"
26460,HUY,"Hudson, NY Micropolitan SA"
27020,IMT,"Iron Mountain, MI-WI Micropolitan SA"
26940,INM,"Indianola, MS Micropolitan SA"
26860,INP,"Indiana, PA Micropolitan SA"
26960,ION,"Ionia, MI Micropolitan SA"
27160,JAN,"Jackson, OH Micropolitan SA"
27580,JAY,"Jayuya, PR Micropolitan SA"
27700,JES,"Jesup, GA Micropolitan SA"
27600,JFS,"Jefferson, GA Micropolitan SA"
27220,JKW,"Jackson, WY-ID Micropolitan SA"
27460,JMD,"Jamestown-Dunkirk-Fredonia, NY Micropolitan SA"
27420,JMT,"Jamestown, ND Micropolitan SA"
27920,JNC,"Junction City, KS Micropolitan SA"
27540,JSP,"Jasper, IN Micropolitan SA"
27940,JUN,"Juneau, AK Micropolitan SA"
27300,JXI,"Jacksonville, IL Micropolitan SA"
27380,JXT,"Jacksonville, TX Micropolitan SA"
28180,KAP,"Kapaa, HI Micropolitan SA"
28260,KAR,"Kearney, NE Micropolitan SA"
28060,KAS,"Kalispell, MT Micropolitan SA"
28620,KDH,"Kill Devil Hills, NC Micropolitan SA"
28300,KEE,"Keene, NH Micropolitan SA"
22800,KEO,"Fort Madison-Keokuk, IA-IL-MO Micropolitan SA"
28500,KER,"Kerrville, TX Micropolitan SA"
28540,KET,"Ketchikan, AK Micropolitan SA"
28780,KGV,"Kingsville, TX Micropolitan SA"
28900,KLA,"Klamath Falls, OR Micropolitan SA"
28340,KND,"Kendallville, IN Micropolitan SA"
28820,KNS,"Kinston, NC Micropolitan SA"
28380,KNT,"Kennett, MO Micropolitan SA"
28860,KRK,"Kirksville, MO Micropolitan SA"
28580,KYW,"Key West, FL Micropolitan SA"
31060,LAL,"Los Alamos, NM Micropolitan SA"
29500,LAM,"Lamesa, TX Micropolitan SA"
29660,LAR,"Laramie, WY Micropolitan SA"
30060,LBM,"Lebanon, MO Micropolitan SA"
30820,LCK,"Lock Haven, PA Micropolitan SA"
29060,LCN,"Laconia, NH Micropolitan SA"
29260,LGD,"La Grande, OR Micropolitan SA"
29300,LGG,"LaGrange, GA Micropolitan SA"
30880,LGN,"Logan, WV Micropolitan SA"
30580,LIB,"Liberal, KS Micropolitan SA"
29380,LKC,"Lake City, FL Micropolitan SA"
30660,LNI,"Lincoln, IL Micropolitan SA"
30940,LON,"London, KY Micropolitan SA"
30900,LPT,"Logansport, IN Micropolitan SA"
29900,LRB,"Laurinburg, NC Micropolitan SA"
29860,LRL,"Laurel, MS Micropolitan SA"
31220,LUD,"Ludington, MI Micropolitan SA"
31260,LUF,"Lufkin, TX Micropolitan SA"
31300,LUM,"Lumberton, NC Micropolitan SA"
29780,LVG,"Las Vegas, NM Micropolitan SA"
30220,LVL,"Levelland, TX Micropolitan SA"
30280,LWB,"Lewisburg, TN Micropolitan SA"
29980,LWR,"Lawrenceburg, TN Micropolitan SA"
30260,LWS,"Lewisburg, PA Micropolitan SA"
30380,LWT,"Lewistown, PA Micropolitan SA"
30420,LXT,"Lexington, NE Micropolitan SA"
31620,MAG,"Magnolia, AR Micropolitan SA"
32280,MAR,"Martin, TN Micropolitan SA"
33620,MBY,"Moberly, MO Micropolitan SA"
32540,MCA,"McAlester, OK Micropolitan SA"
31380,MCB,"Macomb, IL Micropolitan SA"
32620,MCC,"McComb, MS Micropolitan SA"
32700,MCH,"McPherson, KS Micropolitan SA"
32660,MCM,"McMinnville, TN Micropolitan SA"
32380,MCT,"Mason City, IA Micropolitan SA"
33180,MDB,"Middlesborough, KY Micropolitan SA"
31500,MDI,"Madison, IN Micropolitan SA"
31580,MDV,"Madisonville, KY Micropolitan SA"
32740,MEA,"Meadville, PA Micropolitan SA"
32860,MEN,"Menomonie, WI Micropolitan SA"
32940,MER,"Meridian, MS Micropolitan SA"
33020,MEX,"Mexico, MO Micropolitan SA"
34020,MGC,"Morgan City, LA Micropolitan SA"
34260,MHA,"Mountain Home, AR Micropolitan SA"
33980,MHD,"Morehead City, NC Micropolitan SA"
34300,MHI,"Mountain Home, ID Micropolitan SA"
33060,MIA,"Miami, OK Micropolitan SA"
33580,MIT,"Mitchell, SD Micropolitan SA"
33300,MLD,"Milledgeville, GA Micropolitan SA"
34180,MLK,"Moses Lake, WA Micropolitan SA"
32980,MLL,"Merrill, WI Micropolitan SA"
31660,MLO,"Malone, NY Micropolitan SA"
34220,MLT,"Moultrie, GA Micropolitan SA"
33500,MNO,"Minot, ND Micropolitan SA"
31940,MNT,"Marinette, WI-MI Micropolitan SA"
33940,MOT,"Montrose, CO Micropolitan SA"
31930,MRA,"Marietta, OH Micropolitan SA"
31980,MRI,"Marion, IN Micropolitan SA"
32000,MRN,"Marion, NC Micropolitan SA"
32020,MRO,"Marion, OH Micropolitan SA"
32100,MRQ,"Marquette, MI Micropolitan SA"
32340,MRV,"Maryville, MO Micropolitan SA"
34140,MSC,"Moscow, ID Micropolitan SA"
34780,MSK,"Muskogee, OK Micropolitan SA"
32140,MSL,"Marshall, MN Micropolitan SA"
32180,MSM,"Marshall, MO Micropolitan SA"
32220,MST,"Marshall, TX Micropolitan SA"
32260,MSW,"Marshalltown, IA Micropolitan SA"
34340,MTA,"Mount Airy, NC Micropolitan SA"
34380,MTP,"Mount Pleasant, MI Micropolitan SA"
34460,MTS,"Mount Sterling, KY Micropolitan SA"
34420,MTT,"Mount Pleasant, TX Micropolitan SA"
32300,MTV,"Martinsville, VA Micropolitan SA"
31820,MTW,"Manitowoc, WI Micropolitan SA"
34660,MUR,"Murray, KY Micropolitan SA"
34700,MUS,"Muscatine, IA Micropolitan SA"
34500,MVI,"Mount Vernon, IL Micropolitan SA"
31680,MVN,"Malvern, AR Micropolitan SA"
34540,MVO,"Mount Vernon, OH Micropolitan SA"
33420,MWL,"Mineral Wells, TX Micropolitan SA"
32460,MYF,"Mayfield, KY Micropolitan SA"
32500,MYV,"Maysville, KY Micropolitan SA"
35140,NBY,"Newberry, SC Micropolitan SA"
34860,NCD,"Nacogdoches, TX Micropolitan SA"
35060,NCH,"Natchitoches, LA Micropolitan SA"
35220,NCI,"New Castle, IN Micropolitan SA"
35260,NCP,"New Castle, PA Micropolitan SA"
35440,NEW,"Newport, OR Micropolitan SA"
35740,NOF,"Norfolk, NE Micropolitan SA"
35700,NOG,"Nogales, AZ Micropolitan SA"
35420,NPH,"New Philadelphia-Dover, OH Micropolitan SA"
35820,NPT,"North Platte, NE Micropolitan SA"
35020,NTZ,"Natchez, MS-LA Micropolitan SA"
35860,NVR,"North Vernon, IN Micropolitan SA"
35940,NWK,"Norwalk, OH Micropolitan SA"
35900,NWL,"North Wilkesboro, NC Micropolitan SA"
35460,NWP,"Newport, TN Micropolitan SA"
35500,NWT,"Newton, IA Micropolitan SA"
35580,NWU,"New Ulm, MN Micropolitan SA"
36300,OGD,"Ogdensburg-Massena, NY Micropolitan SA"
36020,OHB,"Oak Harbor, WA Micropolitan SA"
36340,OIL,"Oil City, PA Micropolitan SA"
36380,OKB,"Okeechobee, FL Micropolitan SA"
36460,OLN,"Olean, NY Micropolitan SA"
36580,ONE,"Oneonta, NY Micropolitan SA"
36620,ONT,"Ontario, OR-ID Micropolitan SA"
36660,OPL,"Opelousas, LA Micropolitan SA"
36700,ORG,"Orangeburg, SC Micropolitan SA"
36820,OSK,"Oskaloosa, IA Micropolitan SA"
36830,OTH,"Othello, WA Micropolitan SA"
36900,OTM,"Ottumwa, IA Micropolitan SA"
36860,OTT,"Ottawa-Peru, IL Micropolitan SA"
36840,OTW,"Ottawa, KS Micropolitan SA"
37020,OWO,"Owosso, MI Micropolitan SA"
36940,OWT,"Owatonna, MN Micropolitan SA"
37060,OXF,"Oxford, MS Micropolitan SA"
37080,OXR,"Oxford, NC Micropolitan SA"
37120,OZA,"Ozark, AL Micropolitan SA"
37140,PAD,"Paducah, KY-IL Micropolitan SA"
37500,PAG,"Paragould, AR Micropolitan SA"
37220,PAH,"Pahrump, NV Micropolitan SA"
37260,PAK,"Palatka, FL Micropolitan SA"
37300,PAL,"Palestine, TX Micropolitan SA"
37660,PAR,"Parsons, KS Micropolitan SA"
37540,PAT,"Paris, TN Micropolitan SA"
37580,PAX,"Paris, TX Micropolitan SA"
37740,PAY,"Payson, AZ Micropolitan SA"
38840,PCL,"Port Clinton, OH Micropolitan SA"
37780,PCS,"Pecos, TX Micropolitan SA"
38620,PCY,"Ponca City, OK Micropolitan SA"
37940,PER,"Peru, IN Micropolitan SA"
38100,PIC,"Picayune, MS Micropolitan SA"
38180,PIE,"Pierre, SD Micropolitan SA"
38240,PIN,"Pinehurst-Southern Pines, NC Micropolitan SA"
38920,PLA,"Port Lavaca, TX Micropolitan SA"
38460,PLB,"Plattsburgh, NY Micropolitan SA"
38380,PLN,"Plainview, TX Micropolitan SA"
38420,PLV,"Platteville, WI Micropolitan SA"
38500,PLY,"Plymouth, IN Micropolitan SA"
37420,PMP,"Pampa, TX Micropolitan SA"
38740,PPB,"Poplar Bluff, MO Micropolitan SA"
38580,PPL,"Point Pleasant, WV-OH Micropolitan SA"
39260,PRN,"Prineville, OR Micropolitan SA"
38780,PRT,"Portales, NM Micropolitan SA"
39220,PRU,"Price, UT Micropolitan SA"
38820,PTA,"Port Angeles, WA Micropolitan SA"
38260,PTB,"Pittsburg, KS Micropolitan SA"
38700,PTC,"Pontiac, IL Micropolitan SA"
39020,PTM,"Portsmouth, OH Micropolitan SA"
39060,PTV,"Pottsville, PA Micropolitan SA"
39420,PUL,"Pullman, WA Micropolitan SA"
39500,QUN,"Quincy, IL-MO Micropolitan SA"
39700,RAY,"Raymondville, TX Micropolitan SA"
40700,RBG,"Roseburg, OR Micropolitan SA"
40080,RCB,"Richmond-Berea, KY Micropolitan SA"
39980,RCH,"Richmond, IN Micropolitan SA"
40460,RCK,"Rockingham, NC Micropolitan SA"
39780,RDB,"Red Bluff, CA Micropolitan SA"
39860,RDW,"Red Wing, MN Micropolitan SA"
39940,REX,"Rexburg, ID Micropolitan SA"
40100,RIO,"Rio Grande City, TX Micropolitan SA"
40180,RIV,"Riverton, WY Micropolitan SA"
40260,RKR,"Roanoke Rapids, NC Micropolitan SA"
40540,RKS,"Rock Springs, WY Micropolitan SA"
40300,ROC,"Rochelle, IL Micropolitan SA"
40620,ROL,"Rolla, MO Micropolitan SA"
40740,ROS,"Roswell, NM Micropolitan SA"
40820,RST,"Ruston, LA Micropolitan SA"
40860,RTL,"Rutland, VT Micropolitan SA"
40780,RUS,"Russellville, AR Micropolitan SA"
41400,SAE,"Salem, OH Micropolitan SA"
40940,SAF,"Safford, AZ Micropolitan SA"
41820,SAN,"Sanford, NC Micropolitan SA"
42380,SAY,"Sayre, PA Micropolitan SA"
42420,SBL,"Scottsbluff, NE Micropolitan SA"
42460,SBR,"Scottsboro, AL Micropolitan SA"
41780,SDK,"Sandusky, OH Micropolitan SA"
42740,SED,"Sedalia, MO Micropolitan SA"
42820,SEL,"Selma, AL Micropolitan SA"
42860,SEN,"Seneca, SC Micropolitan SA"
42620,SER,"Searcy, AR Micropolitan SA"
42940,SEV,"Sevierville, TN Micropolitan SA"
42980,SEY,"Seymour, IN Micropolitan SA"
43020,SHA,"Shawano, WI Micropolitan SA"
43140,SHL,"Shelby, NC Micropolitan SA"
43320,SHO,"Show Low, AZ Micropolitan SA"
43260,SHR,"Sheridan, WY Micropolitan SA"
43220,SHT,"Shelton, WA Micropolitan SA"
43180,SHV,"Shelbyville, TN Micropolitan SA"
43060,SHW,"Shawnee, OK Micropolitan SA"
43380,SID,"Sidney, OH Micropolitan SA"
43460,SIK,"Sikeston, MO Micropolitan SA"
43500,SIL,"Silver City, NM Micropolitan SA"
42180,SIS,"Santa Isabel, PR Micropolitan SA"
42780,SLG,"Selinsgrove, PA Micropolitan SA"
44740,SLK,"Storm Lake, IA Micropolitan SA"
42300,SLM,"Sault Ste. Marie, MI Micropolitan SA"
41460,SLN,"Salina, KS Micropolitan SA"
44920,SMT,"Summit Park, UT Micropolitan SA"
41760,SND,"Sandpoint, ID Micropolitan SA"
42900,SNF,"Seneca Falls, NY Micropolitan SA"
43660,SNY,"Snyder, TX Micropolitan SA"
43700,SOM,"Somerset, KY Micropolitan SA"
43760,SON,"Sonora, CA Micropolitan SA"
43740,SOS,"Somerset, PA Micropolitan SA"
43940,SPF,"Spearfish, SD Micropolitan SA"
44020,SPL,"Spirit Lake, IA Micropolitan SA"
43980,SPN,"Spencer, IA Micropolitan SA"
44340,STB,"Statesboro, GA Micropolitan SA"
44540,STE,"Sterling, CO Micropolitan SA"
44660,STI,"Stillwater, OK Micropolitan SA"
44260,STK,"Starkville, MS Micropolitan SA"
41220,STM,"St. Marys, GA Micropolitan SA"
44500,STP,"Stephenville, TX Micropolitan SA"
44580,STR,"Sterling, IL Micropolitan SA"
44460,STS,"Steamboat Springs, CO Micropolitan SA"
44780,STU,"Sturgis, MI Micropolitan SA"
44620,STV,"Stevens Point, WI Micropolitan SA"
44860,SUL,"Sulphur Springs, TX Micropolitan SA"
44980,SUN,"Sunbury, PA Micropolitan SA"
45000,SUS,"Susanville, CA Micropolitan SA"
44900,SUV,"Summerville, GA Micropolitan SA"
45020,SWE,"Sweetwater, TX Micropolitan SA"
45140,TAH,"Tahlequah, OK Micropolitan SA"
45340,TAO,"Taos, NM Micropolitan SA"
45380,TAY,"Taylorville, IL Micropolitan SA"
45580,THM,"Thomaston, GA Micropolitan SA"
45660,TIF,"Tiffin, OH Micropolitan SA"
45700,TIN,"Tifton, GA Micropolitan SA"
45180,TLD,"Talladega-Sylacauga, AL Micropolitan SA"
46100,TLM,"Tullahoma-Manchester, TN Micropolitan SA"
45620,TMS,"Thomasville, GA Micropolitan SA"
45740,TOC,"Toccoa, GA Micropolitan SA"
45860,TOR,"Torrington, CT Micropolitan SA"
46020,TRU,"Truckee-Grass Valley, CA Micropolitan SA"
45900,TRV,"Traverse City, MI Micropolitan SA"
45980,TRY,"Troy, AL Micropolitan SA"
46180,TUP,"Tupelo, MS Micropolitan SA"
46300,TWF,"Twin Falls, ID Micropolitan SA"
46380,UKI,"Ukiah, CA Micropolitan SA"
46460,UNC,"Union City, TN-KY Micropolitan SA"
46500,URB,"Urbana, OH Micropolitan SA"
46620,UVA,"Uvalde, TX Micropolitan SA"
46740,VAL,"Valley, AL Micropolitan SA"
46980,VCK,"Vicksburg, MS Micropolitan SA"
46860,VEL,"Vernal, UT Micropolitan SA"
46820,VEM,"Vermillion, SD Micropolitan SA"
46900,VER,"Vernon, TX Micropolitan SA"
47080,VID,"Vidalia, GA Micropolitan SA"
47240,VIH,"Vineyard Haven, MA Micropolitan SA"
47180,VNN,"Vincennes, IN Micropolitan SA"
46780,VNW,"Van Wert, OH Micropolitan SA"
47340,WAB,"Wabash, IN Micropolitan SA"
47420,WAH,"Wahpeton, ND-MN Micropolitan SA"
47540,WAP,"Wapakoneta, OH Micropolitan SA"
47700,WAR,"Warsaw, IN Micropolitan SA"
48100,WAU,"Wauchula, FL Micropolitan SA"
48180,WAY,"Waycross, GA Micropolitan SA"
49260,WDW,"Woodward, OK Micropolitan SA"
25760,WHE,"Helena-West Helena, AR Micropolitan SA"
48580,WHT,"Whitewater-Elkhorn, WI Micropolitan SA"
48980,WIL,"Wilson, NC Micropolitan SA"
48940,WLO,"Wilmington, OH Micropolitan SA"
48820,WLR,"Willmar, MN Micropolitan SA"
48780,WLS,"Williston, ND Micropolitan SA"
49100,WNN,"Winona, MN Micropolitan SA"
49080,WNU,"Winnemucca, NV Micropolitan SA"
49300,WOO,"Wooster, OH Micropolitan SA"
48460,WPL,"West Plains, MO Micropolitan SA"
47660,WRB,"Warrensburg, MO Micropolitan SA"
48220,WRF,"Weatherford, OK Micropolitan SA"
47620,WRN,"Warren, PA Micropolitan SA"
49220,WRS,"Wisconsin Rapids-Marshfield, WI Micropolitan SA"
49380,WRT,"Worthington, MN Micropolitan SA"
47780,WSI,"Washington, IN Micropolitan SA"
47820,WSN,"Washington, NC Micropolitan SA"
47920,WSO,"Washington Court House, OH Micropolitan SA"
48020,WTF,"Watertown-Fort Atkinson, WI Micropolitan SA"
47980,WTT,"Watertown, SD Micropolitan SA"
49460,YAN,"Yankton, SD Micropolitan SA"
49780,ZAN,"Zanesville, OH Micropolitan SA"
49820,ZAP,"Zapata, TX Micropolitan SA"
11244,ANH,"Anaheim-Santa Ana-Irvine, CA Metropolitan Division"
14454,BSN,"Boston, MA Metropolitan Division"
15764,CNF,"Cambridge-Newton-Framingham, MA Metropolitan Division"
15804,CDN,"Camden, NJ Metropolitan Division"
16974,CNJ,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division"
19124,DPI,"Dallas-Plano-Irving, TX Metropolitan Division"
19804,DLD,"Detroit-Dearborn-Livonia, MI Metropolitan Division"
20524,OUT,"Dutchess County-Putnam County, NY Metropolitan Division"
20994,ELG,"Elgin, IL Metropolitan Division"
22744,FPD,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL MetDiv"
23104,FWR,"Fort Worth-Arlington, TX Metropolitan Division"
23844,GAR,"Gary, IN Metropolitan Division"
29404,LKK,"Lake County-Kenosha County, IL-WI Metropolitan Division"
31084,LLG,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division"
33124,MMK,"Miami-Miami Beach-Kendall, FL Metropolitan Division"
33874,MGM,"Montgomery County-Bucks County-Chester County, PA Metropolitan Division"
35004,NSU,"Nassau County-Suffolk County, NY Metropolitan Division"
35084,NUN,"Newark, NJ-PA Metropolitan Division"
35614,NYJ,"New York-Jersey City-White Plains, NY-NJ Metropolitan Division"
36084,OFH,"Oakland-Hayward-Berkeley, CA Metropolitan Division"
37964,PHI,"Philadelphia, PA Metropolitan Division"
40484,RSC,"Rockingham County-Strafford County, NH Metropolitan Division"
41884,SSR,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division"
42034,SNR,"San Rafael, CA Metropolitan Division"
42644,SBE,"Seattle-Bellevue-Everett, WA Metropolitan Division"
43524,SSP,"Silver Spring-Frederick-Rockville, MD Metropolitan Division"
45104,TAC,"Tacoma-Lakewood, WA Metropolitan Division"
47664,WTY,"Warren-Troy-Farmington Hills, MI Metropolitan Division"
47894,WAA,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division"
48424,WBB,"West Palm Beach-Boca Raton-Delray Beach, FL Metropolitan Division"
48864,WIM,"Wilmington, DE-MD-NJ Metropolitan Division"
710,AWV,"Augusta-Waterville, ME Combined NECTA"
720,BNS,"Bridgeport-New Haven-Stamford, CT Combined NECTA"
715,BWC,"Boston-Worcester-Providence, MA-RI-NH-CT-ME Combined NECTA"
770,PNA,"Pittsfield-North Adams, MA-VT Combined NECTA"
775,PSS,"Portland-Lewiston-South Portland, ME Combined NECTA"
790,SPA,"Springfield-Hartford-West Hartford, MA-CT Combined NECTA"
71650,BLS,"Boston-Cambridge-Nashua, MA-NH Metropolitan NECTA"
70750,BNG,"Bangor, ME Metropolitan NECTA"
72400,BRL,"Burlington-South Burlington, VT Metropolitan NECTA"
70900,BYT,"Barnstable Town, MA Metropolitan NECTA"
72850,DAU,"Danbury, CT Metropolitan NECTA"
73450,HNB,"Hartford-West Hartford-East Hartford, CT Metropolitan NECTA"
74650,LAU,"Lewiston-Auburn, ME Metropolitan NECTA"
74500,LFG,"Leominster-Gardner, MA Metropolitan NECTA"
74950,MAS,"Manchester, NH Metropolitan NECTA"
75550,NBE,"New Bedford, MA Metropolitan NECTA"
75700,NHA,"New Haven, CT Metropolitan NECTA"
71950,NHR,"Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA"
76450,NNL,"Norwich-New London-Westerly, CT-RI Metropolitan NECTA"
76900,POM,"Portsmouth, NH-ME Metropolitan NECTA"
77200,PPW,"Providence-Warwick, RI-MA Metropolitan NECTA"
76750,PSB,"Portland-South Portland, ME Metropolitan NECTA"
76600,PTT,"Pittsfield, MA Metropolitan NECTA"
78100,SLD,"Springfield, MA-CT Metropolitan NECTA"
78700,WTB,"Waterbury, CT Metropolitan NECTA"
79600,WTR,"Worcester, MA-CT Metropolitan NECTA"
73050,DOV,"Dover-Durham, NH-ME Metropolitan NECTA"
70600,AGT,"Augusta, ME Micropolitan NECTA"
71500,BEI,"Berlin, NH Micropolitan NECTA"
71350,BNN,"Bennington, VT Micropolitan NECTA"
71050,BRR,"Barre, VT Micropolitan NECTA"
72250,BWK,"Brunswick, ME Micropolitan NECTA"
72700,CCD,"Concord, NH Micropolitan NECTA"
73300,GFD,"Greenfield Town, MA Micropolitan NECTA"
73750,KNE,"Keene, NH Micropolitan NECTA"
74350,LBO,"Lebanon, NH-VT Micropolitan NECTA"
73900,LCA,"Laconia, NH Micropolitan NECTA"
76150,NAD,"North Adams, MA-VT Micropolitan NECTA"
77650,RUT,"Rutland, VT Micropolitan NECTA"
77950,SFD,"Sanford, ME Micropolitan NECTA"
78400,TRG,"Torrington, CT Micropolitan NECTA"
78850,WTV,"Waterville, ME Micropolitan NECTA"
70450,AHO,"Athol, MA Micropolitan NECTA"
78500,VYD,"Vineyard Haven, MA Micropolitan NECTA"
72104,BBE,"Brockton-Bridgewater-Easton, MA NECTA Division"
71654,BCQ,"Boston-Cambridge-Newton, MA NECTA Division"
73104,FHM,"Framingham, MA NECTA Division"
73604,HVN,"Haverhill-Newburyport-Amesbury Town, MA-NH NECTA Division"
74804,LBC,"Lowell-Billerica-Chelmsford, MA-NH NECTA Division"
74204,LMS,"Lawrence-Methuen Town-Salem, MA-NH NECTA Division"
76524,LPS,"Peabody-Salem-Beverly, MA NECTA Division"
75404,NAS,"Nashua, NH-MA NECTA Division"
78254,TNR,"Taunton-Middleborough-Norton, MA NECTA Division"
74854,LNS,"Lynn-Saugus-Marblehead, MA NECTA Division"
89120,ABR,"Asheville-Brevard, NC (CSA)"
89108,AMR,"Amarillo-Borger, TX (CSA)"
89118,AON,"Appleton-Oshkosh-Neenah, WI (CSA)"
89106,AQE,"Albuquerque-Santa Fe-Las Vegas, NM (CSA)"
89104,ASA,"Albany-Schenectady, NY (CSA)"
89122,ASG,"Atlanta--Athens-Clarke County--Sandy Springs, GA (CSA)"
89145,BGP,"Bloomington-Pontiac, IL (CSA)"
89144,BGT,"Bloomington-Bedford, IN (CSA)"
89142,BHC,"Birmingham-Hoover-Talladega, AL (CSA)"
89154,BHR,"Brownsville-Harlingen-Raymondville, TX (CSA)"
89146,BMG,"Bloomsburg-Berwick-Sunbury, PA (CSA)"
89160,BNC,"Buffalo-Cheektowaga, NY (CSA)"
89140,BPR,"Bend-Redmond-Prineville, OR (CSA)"
89147,BSE,"Boise City-Mountain Home-Ontario, ID-OR (CSA)"
89150,BWG,"Bowling Green-Glasgow, KY (CSA)"
89148,BWM,"Boston-Worcester-Providence, MA-RI-NH-CT (CSA)"
89184,CAE,"Cleveland-Akron-Canton, OH (CSA)"
89194,CAO,"Columbus-Auburn-Opelika, GA-AL (CSA)"
89174,CCA,"Chattanooga-Cleveland-Dalton, TN-GA-AL (CSA)"
89204,CCK,"Corpus Christi-Kingsville-Alice, TX (CSA)"
89162,CCO,"Cape Coral-Fort Myers-Naples, FL (CSA)"
89168,CDP,"Cedar Rapids-Iowa City, IA (CSA)"
89172,CGS,"Charlotte-Concord, NC-SC (CSA)"
89185,CLL,"Cleveland-Indianola, MS (CSA)"
